Name,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
World,20.41654028,19.92755701,19.67801797,19.64211254,19.73269156,20.09139973,20.14978971,20.34534583,20.65463878,20.87572279,21.404897,21.85311653
