Name,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027
Maritime trade,8.3,4.3,2.4,-4.5,7,4.4,4.8,3.5,3.5,1.8,2.7,4.1,2.8,0.5,-3.8,3.2,1.4,1.4,2.2,2.3,2.3,2.2
